course_id,config_id,subpart_id,class_id,class_limit,class_room,class_parent,room_id,room_penalty
215,216,332,498,25,0,,,168,0
215,216,332,498,25,0,,,129,0
215,216,332,498,25,0,,,127,0
215,216,332,498,25,0,,,167,0
215,216,332,498,25,0,,,165,0
215,216,332,498,25,0,,,126,0
215,216,332,498,25,0,,,132,0
215,216,332,498,25,0,,,163,0
215,216,332,498,25,0,,,119,0
215,216,332,498,25,0,,,131,0
215,216,332,498,25,0,,,128,0
215,216,332,498,25,0,,,118,0
215,216,332,499,25,0,,,140,0
215,216,332,499,25,0,,,121,4
215,216,332,499,25,0,,,164,0
215,216,332,499,25,0,,,166,0
215,216,332,499,25,0,,,147,4
215,216,332,499,25,0,,,146,4
215,216,332,499,25,0,,,133,4
215,216,332,499,25,0,,,143,0
215,216,332,499,25,0,,,130,0
215,216,332,499,25,0,,,168,0
215,216,332,499,25,0,,,129,0
215,216,332,499,25,0,,,127,0
215,216,332,499,25,0,,,167,0
215,216,332,499,25,0,,,165,0
215,216,332,499,25,0,,,126,0
215,216,332,499,25,0,,,132,0
215,216,332,499,25,0,,,163,0
215,216,332,499,25,0,,,119,0
215,216,332,499,25,0,,,131,0
215,216,332,499,25,0,,,128,0
215,216,332,499,25,0,,,118,0
215,216,332,500,25,0,,,140,0
215,216,332,500,25,0,,,121,4
215,216,332,500,25,0,,,164,0
215,216,332,500,25,0,,,166,0
215,216,332,500,25,0,,,147,4
215,216,332,500,25,0,,,146,4
215,216,332,500,25,0,,,133,4
215,216,332,500,25,0,,,143,0
215,216,332,500,25,0,,,130,0
215,216,332,500,25,0,,,168,0
215,216,332,500,25,0,,,129,0
215,216,332,500,25,0,,,127,0
215,216,332,500,25,0,,,167,0
215,216,332,500,25,0,,,165,0
215,216,332,500,25,0,,,126,0
215,216,332,500,25,0,,,132,0
215,216,332,500,25,0,,,163,0
215,216,332,500,25,0,,,119,0
215,216,332,500,25,0,,,131,0
215,216,332,500,25,0,,,128,0
215,216,332,500,25,0,,,118,0
215,216,332,501,25,0,,,140,0
215,216,332,501,25,0,,,121,4
215,216,332,501,25,0,,,164,0
215,216,332,501,25,0,,,166,0
215,216,332,501,25,0,,,147,4
215,216,332,501,25,0,,,146,4
215,216,332,501,25,0,,,133,4
215,216,332,501,25,0,,,143,0
215,216,332,501,25,0,,,130,0
215,216,332,501,25,0,,,168,0
215,216,332,501,25,0,,,129,0
215,216,332,501,25,0,,,127,0
215,216,332,501,25,0,,,167,0
215,216,332,501,25,0,,,165,0
215,216,332,501,25,0,,,126,0
215,216,332,501,25,0,,,132,0
215,216,332,501,25,0,,,163,0
215,216,332,501,25,0,,,119,0
215,216,332,501,25,0,,,131,0
215,216,332,501,25,0,,,128,0
215,216,332,501,25,0,,,118,0
215,216,332,502,25,0,,,140,0
215,216,332,502,25,0,,,121,4
215,216,332,502,25,0,,,164,0
215,216,332,502,25,0,,,166,0
215,216,332,502,25,0,,,147,4
215,216,332,502,25,0,,,146,4
215,216,332,502,25,0,,,133,4
215,216,332,502,25,0,,,143,0
215,216,332,502,25,0,,,130,0
215,216,332,502,25,0,,,168,0
215,216,332,502,25,0,,,129,0
215,216,332,502,25,0,,,127,0
215,216,332,502,25,0,,,167,0
215,216,332,502,25,0,,,165,0
215,216,332,502,25,0,,,126,0
215,216,332,502,25,0,,,132,0
215,216,332,502,25,0,,,163,0
215,216,332,502,25,0,,,119,0
215,216,332,502,25,0,,,131,0
215,216,332,502,25,0,,,128,0
215,216,332,502,25,0,,,118,0
215,216,333,503,25,0,,490,140,0
215,216,333,503,25,0,,490,121,4
215,216,333,503,25,0,,490,164,0
215,216,333,503,25,0,,490,166,0
215,216,333,503,25,0,,490,147,4
215,216,333,503,25,0,,490,146,4
215,216,333,503,25,0,,490,133,4
215,216,333,503,25,0,,490,143,0
215,216,333,503,25,0,,490,130,0
215,216,333,503,25,0,,490,168,0
215,216,333,503,25,0,,490,129,0
215,216,333,503,25,0,,490,127,0
215,216,333,503,25,0,,490,167,0
215,216,333,503,25,0,,490,165,0
215,216,333,503,25,0,,490,126,0
215,216,333,503,25,0,,490,132,0
215,216,333,503,25,0,,490,163,0
215,216,333,503,25,0,,490,119,0
215,216,333,503,25,0,,490,131,0
215,216,333,503,25,0,,490,128,0
215,216,333,503,25,0,,490,118,0
215,216,333,504,25,0,,491,140,0
215,216,333,504,25,0,,491,121,4
215,216,333,504,25,0,,491,164,0
215,216,333,504,25,0,,491,166,0
215,216,333,504,25,0,,491,147,4
215,216,333,504,25,0,,491,146,4
215,216,333,504,25,0,,491,133,4
215,216,333,504,25,0,,491,143,0
215,216,333,504,25,0,,491,130,0
215,216,333,504,25,0,,491,168,0
215,216,333,504,25,0,,491,129,0
215,216,333,504,25,0,,491,127,0
215,216,333,504,25,0,,491,167,0
215,216,333,504,25,0,,491,165,0
215,216,333,504,25,0,,491,126,0
215,216,333,504,25,0,,491,132,0
215,216,333,504,25,0,,491,163,0
215,216,333,504,25,0,,491,119,0
215,216,333,504,25,0,,491,131,0
215,216,333,504,25,0,,491,128,0
215,216,333,504,25,0,,491,118,0
215,216,333,505,25,0,,492,140,0
215,216,333,505,25,0,,492,121,4
215,216,333,505,25,0,,492,164,0
215,216,333,505,25,0,,492,166,0
215,216,333,505,25,0,,492,147,4
215,216,333,505,25,0,,492,146,4
215,216,333,505,25,0,,492,133,4
215,216,333,505,25,0,,492,143,0
215,216,333,505,25,0,,492,130,0
215,216,333,505,25,0,,492,168,0
215,216,333,505,25,0,,492,129,0
215,216,333,505,25,0,,492,127,0
215,216,333,505,25,0,,492,167,0
215,216,333,505,25,0,,492,165,0
215,216,333,505,25,0,,492,126,0
215,216,333,505,25,0,,492,132,0
215,216,333,505,25,0,,492,163,0
215,216,333,505,25,0,,492,119,0
215,216,333,505,25,0,,492,131,0
215,216,333,505,25,0,,492,128,0
215,216,333,505,25,0,,492,118,0
215,216,333,506,25,0,,493,140,0
215,216,333,506,25,0,,493,121,4
215,216,333,506,25,0,,493,164,0
215,216,333,506,25,0,,493,166,0
215,216,333,506,25,0,,493,147,4
215,216,333,506,25,0,,493,146,4
215,216,333,506,25,0,,493,133,4
215,216,333,506,25,0,,493,143,0
215,216,333,506,25,0,,493,130,0
215,216,333,506,25,0,,493,168,0
215,216,333,506,25,0,,493,129,0
215,216,333,506,25,0,,493,127,0
215,216,333,506,25,0,,493,167,0
215,216,333,506,25,0,,493,165,0
215,216,333,506,25,0,,493,126,0
215,216,333,506,25,0,,493,132,0
215,216,333,506,25,0,,493,163,0
215,216,333,506,25,0,,493,119,0
215,216,333,506,25,0,,493,131,0
215,216,333,506,25,0,,493,128,0
215,216,333,506,25,0,,493,118,0
215,216,333,507,25,0,,494,140,0
215,216,333,507,25,0,,494,121,4
215,216,333,507,25,0,,494,164,0
215,216,333,507,25,0,,494,166,0
215,216,333,507,25,0,,494,147,4
215,216,333,507,25,0,,494,146,4
215,216,333,507,25,0,,494,133,4
215,216,333,507,25,0,,494,143,0
215,216,333,507,25,0,,494,130,0
215,216,333,507,25,0,,494,168,0
215,216,333,507,25,0,,494,129,0
215,216,333,507,25,0,,494,127,0
215,216,333,507,25,0,,494,167,0
215,216,333,507,25,0,,494,165,0
215,216,333,507,25,0,,494,126,0
215,216,333,507,25,0,,494,132,0
215,216,333,507,25,0,,494,163,0
215,216,333,507,25,0,,494,119,0
215,216,333,507,25,0,,494,131,0
215,216,333,507,25,0,,494,128,0
215,216,333,507,25,0,,494,118,0
215,216,333,508,25,0,,495,140,0
215,216,333,508,25,0,,495,121,4
215,216,333,508,25,0,,495,164,0
215,216,333,508,25,0,,495,166,0
215,216,333,508,25,0,,495,147,4
215,216,333,508,25,0,,495,146,4
215,216,333,508,25,0,,495,133,4
215,216,333,508,25,0,,495,143,0
215,216,333,508,25,0,,495,130,0
215,216,333,508,25,0,,495,168,0
215,216,333,508,25,0,,495,129,0
215,216,333,508,25,0,,495,127,0
215,216,333,508,25,0,,495,167,0
215,216,333,508,25,0,,495,165,0
215,216,333,508,25,0,,495,126,0
215,216,333,508,25,0,,495,132,0
215,216,333,508,25,0,,495,163,0
215,216,333,508,25,0,,495,119,0
215,216,333,508,25,0,,495,131,0
215,216,333,508,25,0,,495,128,0
215,216,333,508,25,0,,495,118,0
215,216,333,509,25,0,,496,140,0
215,216,333,509,25,0,,496,121,4
215,216,333,509,25,0,,496,164,0
215,216,333,509,25,0,,496,166,0
215,216,333,509,25,0,,496,147,4
215,216,333,509,25,0,,496,146,4
215,216,333,509,25,0,,496,133,4
215,216,333,509,25,0,,496,143,0
215,216,333,509,25,0,,496,130,0
215,216,333,509,25,0,,496,168,0
215,216,333,509,25,0,,496,129,0
215,216,333,509,25,0,,496,127,0
215,216,333,509,25,0,,496,167,0
215,216,333,509,25,0,,496,165,0
215,216,333,509,25,0,,496,126,0
215,216,333,509,25,0,,496,132,0
215,216,333,509,25,0,,496,163,0
215,216,333,509,25,0,,496,119,0
215,216,333,509,25,0,,496,131,0
215,216,333,509,25,0,,496,128,0
215,216,333,509,25,0,,496,118,0
215,216,333,510,25,0,,497,140,0
215,216,333,510,25,0,,497,121,4
215,216,333,510,25,0,,497,164,0
215,216,333,510,25,0,,497,166,0
215,216,333,510,25,0,,497,147,4
215,216,333,510,25,0,,497,146,4
215,216,333,510,25,0,,497,133,4
215,216,333,510,25,0,,497,143,0
215,216,333,510,25,0,,497,130,0
215,216,333,510,25,0,,497,168,0
215,216,333,510,25,0,,497,129,0
215,216,333,510,25,0,,497,127,0
215,216,333,510,25,0,,497,167,0
215,216,333,510,25,0,,497,165,0
215,216,333,510,25,0,,497,126,0
215,216,333,510,25,0,,497,132,0
215,216,333,510,25,0,,497,163,0
215,216,333,510,25,0,,497,119,0
215,216,333,510,25,0,,497,131,0
215,216,333,510,25,0,,497,128,0
215,216,333,510,25,0,,497,118,0
215,216,333,511,25,0,,498,140,0
215,216,333,511,25,0,,498,121,4
215,216,333,511,25,0,,498,164,0
215,216,333,511,25,0,,498,166,0
215,216,333,511,25,0,,498,147,4
215,216,333,511,25,0,,498,146,4
215,216,333,511,25,0,,498,133,4
215,216,333,511,25,0,,498,143,0
215,216,333,511,25,0,,498,130,0
215,216,333,511,25,0,,498,168,0
215,216,333,511,25,0,,498,129,0
215,216,333,511,25,0,,498,127,0
215,216,333,511,25,0,,498,167,0
215,216,333,511,25,0,,498,165,0
215,216,333,511,25,0,,498,126,0
215,216,333,511,25,0,,498,132,0
215,216,333,511,25,0,,498,163,0
215,216,333,511,25,0,,498,119,0
215,216,333,511,25,0,,498,131,0
215,216,333,511,25,0,,498,128,0
215,216,333,511,25,0,,498,118,0
215,216,333,512,25,0,,499,140,0
215,216,333,512,25,0,,499,121,4
215,216,333,512,25,0,,499,164,0
215,216,333,512,25,0,,499,166,0
215,216,333,512,25,0,,499,147,4
215,216,333,512,25,0,,499,146,4
215,216,333,512,25,0,,499,133,4
215,216,333,512,25,0,,499,143,0
215,216,333,512,25,0,,499,130,0
215,216,333,512,25,0,,499,168,0
215,216,333,512,25,0,,499,129,0
215,216,333,512,25,0,,499,127,0
215,216,333,512,25,0,,499,167,0
215,216,333,512,25,0,,499,165,0
215,216,333,512,25,0,,499,126,0
215,216,333,512,25,0,,499,132,0
215,216,333,512,25,0,,499,163,0
215,216,333,512,25,0,,499,119,0
215,216,333,512,25,0,,499,131,0
215,216,333,512,25,0,,499,128,0
215,216,333,512,25,0,,499,118,0
215,216,333,513,25,0,,500,140,0
215,216,333,513,25,0,,500,121,4
215,216,333,513,25,0,,500,164,0
215,216,333,513,25,0,,500,166,0
215,216,333,513,25,0,,500,147,4
215,216,333,513,25,0,,500,146,4
215,216,333,513,25,0,,500,133,4
215,216,333,513,25,0,,500,143,0
215,216,333,513,25,0,,500,130,0
215,216,333,513,25,0,,500,168,0
215,216,333,513,25,0,,500,129,0
215,216,333,513,25,0,,500,127,0
215,216,333,513,25,0,,500,167,0
215,216,333,513,25,0,,500,165,0
215,216,333,513,25,0,,500,126,0
215,216,333,513,25,0,,500,132,0
215,216,333,513,25,0,,500,163,0
215,216,333,513,25,0,,500,119,0
215,216,333,513,25,0,,500,131,0
215,216,333,513,25,0,,500,128,0
215,216,333,513,25,0,,500,118,0
215,216,333,514,25,0,,501,140,0
215,216,333,514,25,0,,501,121,4
215,216,333,514,25,0,,501,164,0
215,216,333,514,25,0,,501,166,0
215,216,333,514,25,0,,501,147,4
215,216,333,514,25,0,,501,146,4
215,216,333,514,25,0,,501,133,4
215,216,333,514,25,0,,501,143,0
215,216,333,514,25,0,,501,130,0
215,216,333,514,25,0,,501,168,0
215,216,333,514,25,0,,501,129,0
215,216,333,514,25,0,,501,127,0
215,216,333,514,25,0,,501,167,0
215,216,333,514,25,0,,501,165,0
215,216,333,514,25,0,,501,126,0
215,216,333,514,25,0,,501,132,0
215,216,333,514,25,0,,501,163,0
215,216,333,514,25,0,,501,119,0
215,216,333,514,25,0,,501,131,0
215,216,333,514,25,0,,501,128,0
215,216,333,514,25,0,,501,118,0
215,216,333,515,25,0,,502,140,0
215,216,333,515,25,0,,502,121,4
215,216,333,515,25,0,,502,164,0
215,216,333,515,25,0,,502,166,0
215,216,333,515,25,0,,502,147,4
215,216,333,515,25,0,,502,146,4
215,216,333,515,25,0,,502,133,4
215,216,333,515,25,0,,502,143,0
215,216,333,515,25,0,,502,130,0
215,216,333,515,25,0,,502,168,0
215,216,333,515,25,0,,502,129,0
215,216,333,515,25,0,,502,127,0
215,216,333,515,25,0,,502,167,0
215,216,333,515,25,0,,502,165,0
215,216,333,515,25,0,,502,126,0
215,216,333,515,25,0,,502,132,0
215,216,333,515,25,0,,502,163,0
215,216,333,515,25,0,,502,119,0
215,216,333,515,25,0,,502,131,0
215,216,333,515,25,0,,502,128,0
215,216,333,515,25,0,,502,118,0
215,216,334,516,25,0,,503,140,0
215,216,334,516,25,0,,503,121,4
215,216,334,516,25,0,,503,164,0
215,216,334,516,25,0,,503,166,0
215,216,334,516,25,0,,503,147,4
215,216,334,516,25,0,,503,146,4
215,216,334,516,25,0,,503,133,4
215,216,334,516,25,0,,503,143,0
215,216,334,516,25,0,,503,130,0
215,216,334,516,25,0,,503,168,0
215,216,334,516,25,0,,503,129,0
215,216,334,516,25,0,,503,127,0
215,216,334,516,25,0,,503,167,0
215,216,334,516,25,0,,503,165,0
215,216,334,516,25,0,,503,126,0
215,216,334,516,25,0,,503,132,0
215,216,334,516,25,0,,503,163,0
215,216,334,516,25,0,,503,119,0
215,216,334,516,25,0,,503,131,0
215,216,334,516,25,0,,503,128,0
215,216,334,516,25,0,,503,118,0
215,216,334,517,25,0,,504,140,0
215,216,334,517,25,0,,504,121,4
215,216,334,517,25,0,,504,164,0
215,216,334,517,25,0,,504,166,0
215,216,334,517,25,0,,504,147,4
215,216,334,517,25,0,,504,146,4
215,216,334,517,25,0,,504,133,4
215,216,334,517,25,0,,504,143,0
215,216,334,517,25,0,,504,130,0
215,216,334,517,25,0,,504,168,0
215,216,334,517,25,0,,504,129,0
215,216,334,517,25,0,,504,127,0
215,216,334,517,25,0,,504,167,0
215,216,334,517,25,0,,504,165,0
215,216,334,517,25,0,,504,126,0
215,216,334,517,25,0,,504,132,0
215,216,334,517,25,0,,504,163,0
215,216,334,517,25,0,,504,119,0
215,216,334,517,25,0,,504,131,0
215,216,334,517,25,0,,504,128,0
215,216,334,517,25,0,,504,118,0
215,216,334,518,25,0,,505,140,0
215,216,334,518,25,0,,505,121,4
215,216,334,518,25,0,,505,164,0
215,216,334,518,25,0,,505,166,0
215,216,334,518,25,0,,505,147,4
215,216,334,518,25,0,,505,146,4
215,216,334,518,25,0,,505,133,4
215,216,334,518,25,0,,505,143,0
215,216,334,518,25,0,,505,130,0
215,216,334,518,25,0,,505,168,0
215,216,334,518,25,0,,505,129,0
215,216,334,518,25,0,,505,127,0
215,216,334,518,25,0,,505,167,0
215,216,334,518,25,0,,505,165,0
215,216,334,518,25,0,,505,126,0
215,216,334,518,25,0,,505,132,0
215,216,334,518,25,0,,505,163,0
215,216,334,518,25,0,,505,119,0
215,216,334,518,25,0,,505,131,0
215,216,334,518,25,0,,505,128,0
215,216,334,518,25,0,,505,118,0
215,216,334,519,25,0,,506,140,0
215,216,334,519,25,0,,506,121,4
215,216,334,519,25,0,,506,164,0
215,216,334,519,25,0,,506,166,0
215,216,334,519,25,0,,506,147,4
215,216,334,519,25,0,,506,146,4
215,216,334,519,25,0,,506,133,4
215,216,334,519,25,0,,506,143,0
215,216,334,519,25,0,,506,130,0
215,216,334,519,25,0,,506,168,0
215,216,334,519,25,0,,506,129,0
215,216,334,519,25,0,,506,127,0
215,216,334,519,25,0,,506,167,0
215,216,334,519,25,0,,506,165,0
215,216,334,519,25,0,,506,126,0
215,216,334,519,25,0,,506,132,0
215,216,334,519,25,0,,506,163,0
215,216,334,519,25,0,,506,119,0
215,216,334,519,25,0,,506,131,0
215,216,334,519,25,0,,506,128,0
215,216,334,519,25,0,,506,118,0
215,216,334,520,25,0,,507,140,0
215,216,334,520,25,0,,507,121,4
215,216,334,520,25,0,,507,164,0
215,216,334,520,25,0,,507,166,0
215,216,334,520,25,0,,507,147,4
215,216,334,520,25,0,,507,146,4
215,216,334,520,25,0,,507,133,4
215,216,334,520,25,0,,507,143,0
215,216,334,520,25,0,,507,130,0
215,216,334,520,25,0,,507,168,0
215,216,334,520,25,0,,507,129,0
215,216,334,520,25,0,,507,127,0
215,216,334,520,25,0,,507,167,0
215,216,334,520,25,0,,507,165,0
215,216,334,520,25,0,,507,126,0
215,216,334,520,25,0,,507,132,0
215,216,334,520,25,0,,507,163,0
215,216,334,520,25,0,,507,119,0
215,216,334,520,25,0,,507,131,0
215,216,334,520,25,0,,507,128,0
215,216,334,520,25,0,,507,118,0
215,216,334,521,25,0,,508,140,0
215,216,334,521,25,0,,508,121,4
215,216,334,521,25,0,,508,164,0
215,216,334,521,25,0,,508,166,0
215,216,334,521,25,0,,508,147,4
215,216,334,521,25,0,,508,146,4
215,216,334,521,25,0,,508,133,4
215,216,334,521,25,0,,508,143,0
215,216,334,521,25,0,,508,130,0
215,216,334,521,25,0,,508,168,0
215,216,334,521,25,0,,508,129,0
215,216,334,521,25,0,,508,127,0
215,216,334,521,25,0,,508,167,0
215,216,334,521,25,0,,508,165,0
215,216,334,521,25,0,,508,126,0
215,216,334,521,25,0,,508,132,0
215,216,334,521,25,0,,508,163,0
215,216,334,521,25,0,,508,119,0
215,216,334,521,25,0,,508,131,0
215,216,334,521,25,0,,508,128,0
215,216,334,521,25,0,,508,118,0
215,216,334,522,25,0,,509,140,0
215,216,334,522,25,0,,509,121,4
215,216,334,522,25,0,,509,164,0
215,216,334,522,25,0,,509,166,0
215,216,334,522,25,0,,509,147,4
215,216,334,522,25,0,,509,146,4
215,216,334,522,25,0,,509,133,4
215,216,334,522,25,0,,509,143,0
215,216,334,522,25,0,,509,130,0
215,216,334,522,25,0,,509,168,0
215,216,334,522,25,0,,509,129,0
215,216,334,522,25,0,,509,127,0
215,216,334,522,25,0,,509,167,0
215,216,334,522,25,0,,509,165,0
215,216,334,522,25,0,,509,126,0
215,216,334,522,25,0,,509,132,0
215,216,334,522,25,0,,509,163,0
215,216,334,522,25,0,,509,119,0
215,216,334,522,25,0,,509,131,0
215,216,334,522,25,0,,509,128,0
215,216,334,522,25,0,,509,118,0
215,216,334,523,25,0,,510,140,0
215,216,334,523,25,0,,510,121,4
215,216,334,523,25,0,,510,164,0
215,216,334,523,25,0,,510,166,0
215,216,334,523,25,0,,510,147,4
215,216,334,523,25,0,,510,146,4
215,216,334,523,25,0,,510,133,4
215,216,334,523,25,0,,510,143,0
215,216,334,523,25,0,,510,130,0
215,216,334,523,25,0,,510,168,0
215,216,334,523,25,0,,510,129,0
215,216,334,523,25,0,,510,127,0
215,216,334,523,25,0,,510,167,0
215,216,334,523,25,0,,510,165,0
215,216,334,523,25,0,,510,126,0
215,216,334,523,25,0,,510,132,0
215,216,334,523,25,0,,510,163,0
215,216,334,523,25,0,,510,119,0
215,216,334,523,25,0,,510,131,0
215,216,334,523,25,0,,510,128,0
215,216,334,523,25,0,,510,118,0
215,216,334,524,25,0,,511,140,0
215,216,334,524,25,0,,511,121,4
215,216,334,524,25,0,,511,164,0
215,216,334,524,25,0,,511,166,0
215,216,334,524,25,0,,511,147,4
215,216,334,524,25,0,,511,146,4
215,216,334,524,25,0,,511,133,4
215,216,334,524,25,0,,511,143,0
215,216,334,524,25,0,,511,130,0
215,216,334,524,25,0,,511,168,0
215,216,334,524,25,0,,511,129,0
215,216,334,524,25,0,,511,127,0
215,216,334,524,25,0,,511,167,0
215,216,334,524,25,0,,511,165,0
215,216,334,524,25,0,,511,126,0
215,216,334,524,25,0,,511,132,0
215,216,334,524,25,0,,511,163,0
215,216,334,524,25,0,,511,119,0
215,216,334,524,25,0,,511,131,0
215,216,334,524,25,0,,511,128,0
215,216,334,524,25,0,,511,118,0
215,216,334,525,25,0,,512,140,0
215,216,334,525,25,0,,512,121,4
215,216,334,525,25,0,,512,164,0
215,216,334,525,25,0,,512,166,0
215,216,334,525,25,0,,512,147,4
215,216,334,525,25,0,,512,146,4
215,216,334,525,25,0,,512,133,4
215,216,334,525,25,0,,512,143,0
215,216,334,525,25,0,,512,130,0
215,216,334,525,25,0,,512,168,0
215,216,334,525,25,0,,512,129,0
215,216,334,525,25,0,,512,127,0
215,216,334,525,25,0,,512,167,0
215,216,334,525,25,0,,512,165,0
215,216,334,525,25,0,,512,126,0
215,216,334,525,25,0,,512,132,0
215,216,334,525,25,0,,512,163,0
215,216,334,525,25,0,,512,119,0
215,216,334,525,25,0,,512,131,0
215,216,334,525,25,0,,512,128,0
215,216,334,525,25,0,,512,118,0
215,216,334,526,25,0,,513,140,0
215,216,334,526,25,0,,513,121,4
215,216,334,526,25,0,,513,164,0
215,216,334,526,25,0,,513,166,0
215,216,334,526,25,0,,513,147,4
215,216,334,526,25,0,,513,146,4
215,216,334,526,25,0,,513,133,4
215,216,334,526,25,0,,513,143,0
215,216,334,526,25,0,,513,130,0
215,216,334,526,25,0,,513,168,0
215,216,334,526,25,0,,513,129,0
215,216,334,526,25,0,,513,127,0
215,216,334,526,25,0,,513,167,0
215,216,334,526,25,0,,513,165,0
215,216,334,526,25,0,,513,126,0
215,216,334,526,25,0,,513,132,0
215,216,334,526,25,0,,513,163,0
215,216,334,526,25,0,,513,119,0
215,216,334,526,25,0,,513,131,0
215,216,334,526,25,0,,513,128,0
215,216,334,526,25,0,,513,118,0
215,216,334,527,25,0,,514,140,0
215,216,334,527,25,0,,514,121,4
215,216,334,527,25,0,,514,164,0
215,216,334,527,25,0,,514,166,0
215,216,334,527,25,0,,514,147,4
215,216,334,527,25,0,,514,146,4
215,216,334,527,25,0,,514,133,4
215,216,334,527,25,0,,514,143,0
215,216,334,527,25,0,,514,130,0
215,216,334,527,25,0,,514,168,0
215,216,334,527,25,0,,514,129,0
215,216,334,527,25,0,,514,127,0
215,216,334,527,25,0,,514,167,0
215,216,334,527,25,0,,514,165,0
215,216,334,527,25,0,,514,126,0
215,216,334,527,25,0,,514,132,0
215,216,334,527,25,0,,514,163,0
215,216,334,527,25,0,,514,119,0
215,216,334,527,25,0,,514,131,0
215,216,334,527,25,0,,514,128,0
215,216,334,527,25,0,,514,118,0
215,216,334,528,25,0,,515,140,0
215,216,334,528,25,0,,515,121,4
215,216,334,528,25,0,,515,164,0
215,216,334,528,25,0,,515,166,0
215,216,334,528,25,0,,515,147,4
215,216,334,528,25,0,,515,146,4
215,216,334,528,25,0,,515,133,4
215,216,334,528,25,0,,515,143,0
215,216,334,528,25,0,,515,130,0
215,216,334,528,25,0,,515,168,0
215,216,334,528,25,0,,515,129,0
215,216,334,528,25,0,,515,127,0
215,216,334,528,25,0,,515,167,0
215,216,334,528,25,0,,515,165,0
215,216,334,528,25,0,,515,126,0
215,216,334,528,25,0,,515,132,0
215,216,334,528,25,0,,515,163,0
215,216,334,528,25,0,,515,119,0
215,216,334,528,25,0,,515,131,0
215,216,334,528,25,0,,515,128,0
215,216,334,528,25,0,,515,118,0
216,217,335,529,25,0,,,140,0
216,217,335,529,25,0,,,121,4
216,217,335,529,25,0,,,164,0
216,217,335,529,25,0,,,166,0
216,217,335,529,25,0,,,147,4
216,217,335,529,25,0,,,146,4
216,217,335,529,25,0,,,133,4
216,217,335,529,25,0,,,143,0
216,217,335,529,25,0,,,130,0
216,217,335,529,25,0,,,168,0
216,217,335,529,25,0,,,129,0
216,217,335,529,25,0,,,127,0
216,217,335,529,25,0,,,167,0
216,217,335,529,25,0,,,165,0
216,217,335,529,25,0,,,126,0
216,217,335,529,25,0,,,132,0
216,217,335,529,25,0,,,163,0
216,217,335,529,25,0,,,119,0
216,217,335,529,25,0,,,131,0
216,217,335,529,25,0,,,128,0
216,217,335,529,25,0,,,118,0
216,217,335,530,25,0,,,140,0
216,217,335,530,25,0,,,121,4
216,217,335,530,25,0,,,164,0
216,217,335,530,25,0,,,166,0
216,217,335,530,25,0,,,147,4
216,217,335,530,25,0,,,146,4
216,217,335,530,25,0,,,133,4
216,217,335,530,25,0,,,143,0
216,217,335,530,25,0,,,130,0
216,217,335,530,25,0,,,168,0
216,217,335,530,25,0,,,129,0
216,217,335,530,25,0,,,127,0
216,217,335,530,25,0,,,167,0
216,217,335,530,25,0,,,165,0
216,217,335,530,25,0,,,126,0
216,217,335,530,25,0,,,132,0
216,217,335,530,25,0,,,163,0
216,217,335,530,25,0,,,119,0
216,217,335,530,25,0,,,131,0
216,217,335,530,25,0,,,128,0
216,217,335,530,25,0,,,118,0
216,217,335,531,25,0,,,140,0
216,217,335,531,25,0,,,121,4
216,217,335,531,25,0,,,164,0
216,217,335,531,25,0,,,166,0
216,217,335,531,25,0,,,147,4
216,217,335,531,25,0,,,146,4
216,217,335,531,25,0,,,133,4
216,217,335,531,25,0,,,143,0
216,217,335,531,25,0,,,130,0
216,217,335,531,25,0,,,168,0
216,217,335,531,25,0,,,129,0
216,217,335,531,25,0,,,127,0
216,217,335,531,25,0,,,167,0
216,217,335,531,25,0,,,165,0
216,217,335,531,25,0,,,126,0
216,217,335,531,25,0,,,132,0
216,217,335,531,25,0,,,163,0
216,217,335,531,25,0,,,119,0
216,217,335,531,25,0,,,131,0
216,217,335,531,25,0,,,128,0
216,217,335,531,25,0,,,118,0
216,217,335,532,25,0,,,140,0
216,217,335,532,25,0,,,121,4
216,217,335,532,25,0,,,164,0
216,217,335,532,25,0,,,166,0
216,217,335,532,25,0,,,147,4
216,217,335,532,25,0,,,146,4
216,217,335,532,25,0,,,133,4
216,217,335,532,25,0,,,143,0
216,217,335,532,25,0,,,130,0
216,217,335,532,25,0,,,168,0
216,217,335,532,25,0,,,129,0
216,217,335,532,25,0,,,127,0
216,217,335,532,25,0,,,167,0
216,217,335,532,25,0,,,165,0
216,217,335,532,25,0,,,126,0
216,217,335,532,25,0,,,132,0
216,217,335,532,25,0,,,163,0
216,217,335,532,25,0,,,119,0
216,217,335,532,25,0,,,131,0
216,217,335,532,25,0,,,128,0
216,217,335,532,25,0,,,118,0
216,217,335,533,25,0,,,140,0
216,217,335,533,25,0,,,121,4
216,217,335,533,25,0,,,164,0
216,217,335,533,25,0,,,166,0
216,217,335,533,25,0,,,147,4
216,217,335,533,25,0,,,146,4
216,217,335,533,25,0,,,133,4
216,217,335,533,25,0,,,143,0
216,217,335,533,25,0,,,130,0
216,217,335,533,25,0,,,168,0
216,217,335,533,25,0,,,129,0
216,217,335,533,25,0,,,127,0
216,217,335,533,25,0,,,167,0
216,217,335,533,25,0,,,165,0
216,217,335,533,25,0,,,126,0
216,217,335,533,25,0,,,132,0
216,217,335,533,25,0,,,163,0
216,217,335,533,25,0,,,119,0
216,217,335,533,25,0,,,131,0
