class_id,type,required,
2322,SameAttendees,true,
2323,SameAttendees,true,
2474,SameAttendees,true,
2178,SameAttendees,true,
2179,SameAttendees,true,
2190,SameAttendees,true,
2479,SameAttendees,true,
2193,SameAttendees,true,
2194,SameAttendees,true,
2217,SameAttendees,true,
2218,SameAttendees,true,
2197,SameAttendees,true,
2198,SameAttendees,true,
2205,SameAttendees,true,
2221,SameAttendees,true,
2316,SameAttendees,true,
2317,SameAttendees,true,
2224,SameAttendees,true,
2225,SameAttendees,true,
2226,SameAttendees,true,
2227,SameAttendees,true,
2228,SameAttendees,true,
2233,SameAttendees,true,
2234,SameAttendees,true,
2251,SameAttendees,true,
2252,SameAttendees,true,
2253,SameAttendees,true,
2254,SameAttendees,true,
2255,SameAttendees,true,
2256,SameAttendees,true,
2247,SameAttendees,true,
2248,SameAttendees,true,
2263,SameAttendees,true,
2280,SameAttendees,true,
2281,SameAttendees,true,
2303,SameAttendees,true,
2312,SameAttendees,true,
2313,SameAttendees,true,
2314,SameAttendees,true,
2315,SameAttendees,true,
2318,SameAttendees,true,
2319,SameAttendees,true,
2410,SameAttendees,true,
2411,SameAttendees,true,
2455,SameAttendees,true,
2264,SameAttendees,true,
2266,SameAttendees,true,
2273,SameAttendees,true,
2450,SameAttendees,true,
2451,SameAttendees,true,
2452,SameAttendees,true,
2331,SameAttendees,true,
2333,SameAttendees,true,
2334,SameAttendees,true,
2335,SameAttendees,true,
2336,SameAttendees,true,
2338,SameAttendees,true,
2339,SameAttendees,true,
2341,SameAttendees,true,
2342,SameAttendees,true,
2343,SameAttendees,true,
2344,SameAttendees,true,
2345,SameAttendees,true,
2346,SameAttendees,true,
2367,SameAttendees,true,
2368,SameAttendees,true,
2397,SameAttendees,true,
2398,SameAttendees,true,
2347,SameAttendees,true,
2348,SameAttendees,true,
2349,SameAttendees,true,
2350,SameAttendees,true,
2351,SameAttendees,true,
2352,SameAttendees,true,
2360,SameAttendees,true,
2363,SameAttendees,true,
2383,SameAttendees,true,
2384,SameAttendees,true,
2385,SameAttendees,true,
2386,SameAttendees,true,
2387,SameAttendees,true,
2388,SameAttendees,true,
2389,SameAttendees,true,
2390,SameAttendees,true,
2391,SameAttendees,true,
2392,SameAttendees,true,
2393,SameAttendees,true,
2394,SameAttendees,true,
2353,SameAttendees,true,
2355,SameAttendees,true,
2356,SameAttendees,true,
2358,SameAttendees,true,
2354,SameAttendees,true,
2357,SameAttendees,true,
2371,SameAttendees,true,
2372,SameAttendees,true,
2373,SameAttendees,true,
2374,SameAttendees,true,
2375,SameAttendees,true,
2376,SameAttendees,true,
2399,SameAttendees,true,
2400,SameAttendees,true,
2402,SameAttendees,true,
2403,SameAttendees,true,
2405,SameAttendees,true,
2406,SameAttendees,true,
2359,SameAttendees,true,
2361,SameAttendees,true,
2362,SameAttendees,true,
2364,SameAttendees,true,
2365,SameAttendees,true,
2366,SameAttendees,true,
2395,SameAttendees,true,
2396,SameAttendees,true,
2414,SameAttendees,true,
2418,SameAttendees,true,
2422,SameAttendees,true,
2424,SameAttendees,true,
2425,SameAttendees,true,
2426,SameAttendees,true,
2427,SameAttendees,true,
2428,SameAttendees,true,
2429,SameAttendees,true,
2480,SameAttendees,true,
2481,SameAttendees,true,
2488,SameAttendees,true,
2489,SameAttendees,true,
2494,SameAttendees,true,
2486,SameAttendees,true,
2487,SameAttendees,true,
2501,SameAttendees,true,
2502,SameAttendees,true,
2509,SameAttendees,true,
2493,SameAttendees,true,
2499,SameAttendees,true,
2500,SameAttendees,true,
2503,SameAttendees,true,
2504,SameAttendees,true,
2511,SameAttendees,true,
2515,SameAttendees,true,
2519,SameAttendees,true,
2589,SameAttendees,true,
2599,SameAttendees,true,
2600,SameAttendees,true,
2611,SameAttendees,true,
2629,SameAttendees,true,
2632,SameAttendees,true,
2512,SameAttendees,true,
2516,SameAttendees,true,
2520,SameAttendees,true,
2592,SameAttendees,true,
2595,SameAttendees,true,
2598,SameAttendees,true,
2631,SameAttendees,true,
2634,SameAttendees,true,
2513,SameAttendees,true,
2517,SameAttendees,true,
2521,SameAttendees,true,
2601,SameAttendees,true,
2602,SameAttendees,true,
2607,SameAttendees,true,
2609,SameAttendees,true,
2630,SameAttendees,true,
2633,SameAttendees,true,
2535,SameAttendees,true,
2539,SameAttendees,true,
2543,SameAttendees,true,
2590,SameAttendees,true,
2612,SameAttendees,true,
2614,SameAttendees,true,
2620,SameAttendees,true,
2621,SameAttendees,true,
2558,SameAttendees,true,
2562,SameAttendees,true,
2566,SameAttendees,true,
2591,SameAttendees,true,
2593,SameAttendees,true,
2594,SameAttendees,true,
2596,SameAttendees,true,
2616,SameAttendees,true,
2625,SameAttendees,true,
2627,SameAttendees,true,
2559,SameAttendees,true,
2563,SameAttendees,true,
2567,SameAttendees,true,
2560,SameAttendees,true,
2564,SameAttendees,true,
2568,SameAttendees,true,
2583,SameAttendees,true,
2585,SameAttendees,true,
2587,SameAttendees,true,
2588,SameAttendees,true,
2608,SameAttendees,true,
2610,SameAttendees,true,
2613,SameAttendees,true,
2615,SameAttendees,true,
2603,SameAttendees,true,
2605,SameAttendees,true,
2617,SameAttendees,true,
2618,SameAttendees,true,
201,SameDays,true,
202,SameDays,true,
201,SameRoom,true,
202,SameRoom,true,
201,WorkDay(48),true,
202,WorkDay(48),true,
158,SameDays,true,
159,SameDays,true,
158,SameRoom,true,
159,SameRoom,true,
158,WorkDay(48),true,
159,WorkDay(48),true,
207,SameDays,true,
208,SameDays,true,
207,SameRoom,true,
208,SameRoom,true,
207,WorkDay(48),true,
208,WorkDay(48),true,
203,SameDays,true,
204,SameDays,true,
203,SameRoom,true,
204,SameRoom,true,
203,WorkDay(48),true,
204,WorkDay(48),true,
160,SameDays,true,
161,SameDays,true,
160,SameRoom,true,
161,SameRoom,true,
160,WorkDay(48),true,
161,WorkDay(48),true,
171,SameDays,true,
172,SameDays,true,
171,SameRoom,true,
172,SameRoom,true,
171,WorkDay(48),true,
172,WorkDay(48),true,
169,SameDays,true,
170,SameDays,true,
169,SameRoom,true,
170,SameRoom,true,
169,WorkDay(48),true,
170,WorkDay(48),true,
164,SameDays,true,
165,SameDays,true,
164,SameRoom,true,
165,SameRoom,true,
164,WorkDay(48),true,
165,WorkDay(48),true,
167,SameDays,true,
168,SameDays,true,
167,SameRoom,true,
168,SameRoom,true,
167,WorkDay(48),true,
168,WorkDay(48),true,
908,SameDays,true,
909,SameDays,true,
908,SameRoom,true,
909,SameRoom,true,
908,WorkDay(48),true,
909,WorkDay(48),true,
904,SameDays,true,
905,SameDays,true,
904,SameRoom,true,
905,SameRoom,true,
904,WorkDay(48),true,
905,WorkDay(48),true,
891,SameDays,true,
892,SameDays,true,
891,SameRoom,true,
892,SameRoom,true,
891,WorkDay(48),true,
892,WorkDay(48),true,
933,SameDays,true,
934,SameDays,true,
933,SameRoom,true,
934,SameRoom,true,
933,WorkDay(48),true,
934,WorkDay(48),true,
935,SameDays,true,
936,SameDays,true,
935,SameRoom,true,
936,SameRoom,true,
935,WorkDay(48),true,
936,WorkDay(48),true,
937,SameDays,true,
938,SameDays,true,
937,SameRoom,true,
938,SameRoom,true,
937,WorkDay(48),true,
938,WorkDay(48),true,
1871,SameDays,true,
1872,SameDays,true,
1871,SameRoom,true,
1872,SameRoom,true,
1871,WorkDay(36),true,
1872,WorkDay(36),true,
1873,SameDays,true,
1874,SameDays,true,
1873,SameRoom,true,
1874,SameRoom,true,
1873,WorkDay(36),true,
1874,WorkDay(36),true,
1876,SameDays,true,
1877,SameDays,true,
1876,SameRoom,true,
1877,SameRoom,true,
1876,WorkDay(36),true,
1877,WorkDay(36),true,
1878,SameDays,true,
1879,SameDays,true,
1878,SameRoom,true,
1879,SameRoom,true,
1878,WorkDay(36),true,
1879,WorkDay(36),true,
1880,SameDays,true,
1881,SameDays,true,
1880,SameRoom,true,
1881,SameRoom,true,
1880,WorkDay(36),true,
1881,WorkDay(36),true,
1883,SameDays,true,
1884,SameDays,true,
1883,SameRoom,true,
1884,SameRoom,true,
1883,WorkDay(36),true,
1884,WorkDay(36),true,
1885,SameDays,true,
1886,SameDays,true,
1885,SameRoom,true,
1886,SameRoom,true,
1885,WorkDay(36),true,
1886,WorkDay(36),true,
1887,SameDays,true,
1888,SameDays,true,
1887,SameRoom,true,
1888,SameRoom,true,
1887,WorkDay(36),true,
1888,WorkDay(36),true,
1890,SameDays,true,
1891,SameDays,true,
1890,SameRoom,true,
1891,SameRoom,true,
1890,WorkDay(36),true,
1891,WorkDay(36),true,
1892,SameDays,true,
1893,SameDays,true,
1892,SameRoom,true,
1893,SameRoom,true,
1892,WorkDay(36),true,
1893,WorkDay(36),true,
1894,SameDays,true,
1895,SameDays,true,
1894,SameRoom,true,
1895,SameRoom,true,
1894,WorkDay(36),true,
1895,WorkDay(36),true,
1896,SameDays,true,
1897,SameDays,true,
1896,SameRoom,true,
1897,SameRoom,true,
1896,WorkDay(36),true,
1897,WorkDay(36),true,
1099,SameDays,true,
1102,SameDays,true,
1099,SameRoom,true,
1102,SameRoom,true,
1099,WorkDay(36),true,
1102,WorkDay(36),true,
1118,SameDays,true,
1119,SameDays,true,
1118,SameRoom,true,
1119,SameRoom,true,
1118,WorkDay(36),true,
1119,WorkDay(36),true,
1126,SameDays,true,
1127,SameDays,true,
1126,SameRoom,true,
1127,SameRoom,true,
1126,WorkDay(36),true,
1127,WorkDay(36),true,
1129,SameDays,true,
1130,SameDays,true,
1129,SameRoom,true,
1130,SameRoom,true,
1129,WorkDay(36),true,
1130,WorkDay(36),true,
1133,SameDays,true,
1135,SameDays,true,
1134,SameDays,true,
1136,SameDays,true,
1133,SameRoom,true,
1135,SameRoom,true,
1134,SameRoom,true,
1136,SameRoom,true,
1133,WorkDay(72),true,
1135,WorkDay(72),true,
1134,WorkDay(72),true,
1136,WorkDay(72),true,
1139,SameDays,true,
1140,SameDays,true,
1139,SameRoom,true,
1140,SameRoom,true,
1139,WorkDay(36),true,
1140,WorkDay(36),true,
1145,SameDays,true,
1146,SameDays,true,
1145,SameRoom,true,
1146,SameRoom,true,
1145,WorkDay(36),true,
1146,WorkDay(36),true,
1151,SameDays,true,
1152,SameDays,true,
1151,SameRoom,true,
1152,SameRoom,true,
1151,WorkDay(36),true,
1152,WorkDay(36),true,
1153,SameDays,true,
1154,SameDays,true,
1153,SameRoom,true,
1154,SameRoom,true,
1153,WorkDay(36),true,
1154,WorkDay(36),true,
1079,SameDays,true,
1084,SameDays,true,
1079,WorkDay(36),true,
1084,WorkDay(36),true,
1089,SameDays,true,
1094,SameDays,true,
1089,WorkDay(36),true,
1094,WorkDay(36),true,
1080,SameDays,true,
1085,SameDays,true,
1080,SameRoom,true,
1085,SameRoom,true,
1080,WorkDay(36),true,
1085,WorkDay(36),true,
1081,SameDays,true,
1086,SameDays,true,
1081,SameRoom,true,
1086,SameRoom,true,
1081,WorkDay(36),true,
1086,WorkDay(36),true,
1082,SameDays,true,
1087,SameDays,true,
1082,SameRoom,true,
1087,SameRoom,true,
1082,WorkDay(36),true,
1087,WorkDay(36),true,
1083,SameDays,true,
1088,SameDays,true,
1083,SameRoom,true,
1088,SameRoom,true,
1083,WorkDay(36),true,
1088,WorkDay(36),true,
1090,SameDays,true,
1095,SameDays,true,
1090,WorkDay(36),true,
1095,WorkDay(36),true,
1091,SameDays,true,
1096,SameDays,true,
1091,WorkDay(36),true,
1096,WorkDay(36),true,
1092,SameDays,true,
1097,SameDays,true,
1092,WorkDay(36),true,
1097,WorkDay(36),true,
1093,SameDays,true,
1098,SameDays,true,
1093,WorkDay(36),true,
1098,WorkDay(36),true,
1100,SameDays,true,
1101,SameDays,true,
1100,SameRoom,true,
1101,SameRoom,true,
1100,WorkDay(36),true,
1101,WorkDay(36),true,
1210,SameDays,true,
1216,SameDays,true,
1210,SameRoom,true,
1216,SameRoom,true,
1210,WorkDay(48),true,
1216,WorkDay(48),true,
1208,SameDays,true,
1214,SameDays,true,
1208,SameRoom,true,
1214,SameRoom,true,
1208,WorkDay(48),true,
1214,WorkDay(48),true,
1215,SameDays,true,
1209,SameDays,true,
1215,SameRoom,true,
1209,SameRoom,true,
1215,WorkDay(48),true,
1209,WorkDay(48),true,
1211,SameDays,true,
1217,SameDays,true,
1211,SameRoom,true,
1217,SameRoom,true,
1211,WorkDay(48),true,
1217,WorkDay(48),true,
1218,SameDays,true,
1212,SameDays,true,
1218,SameRoom,true,
1212,SameRoom,true,
1218,WorkDay(48),true,
1212,WorkDay(48),true,
1219,SameDays,true,
1213,SameDays,true,
1219,SameRoom,true,
1213,SameRoom,true,
1219,WorkDay(48),true,
1213,WorkDay(48),true,
1222,SameDays,true,
1220,SameDays,true,
1222,SameRoom,true,
1220,SameRoom,true,
1222,WorkDay(48),true,
1220,WorkDay(48),true,
1223,SameDays,true,
1221,SameDays,true,
1223,SameRoom,true,
1221,SameRoom,true,
1223,WorkDay(48),true,
1221,WorkDay(48),true,
1244,SameDays,true,
1245,SameDays,true,
1244,SameRoom,true,
1245,SameRoom,true,
1244,WorkDay(36),true,
1245,WorkDay(36),true,
1247,SameDays,true,
1246,SameDays,true,
1247,SameRoom,true,
1246,SameRoom,true,
1247,WorkDay(36),true,
1246,WorkDay(36),true,
1250,SameDays,true,
1249,SameDays,true,
1250,SameRoom,true,
1249,SameRoom,true,
1250,WorkDay(36),true,
1249,WorkDay(36),true,
1242,SameDays,true,
1240,SameDays,true,
1242,SameRoom,true,
1240,SameRoom,true,
1242,WorkDay(36),true,
1240,WorkDay(36),true,
1243,SameDays,true,
1241,SameDays,true,
1243,SameRoom,true,
1241,SameRoom,true,
1243,WorkDay(36),true,
1241,WorkDay(36),true,
1255,SameDays,true,
1254,SameDays,true,
1255,SameRoom,true,
1254,SameRoom,true,
1255,WorkDay(36),true,
1254,WorkDay(36),true,
1257,SameDays,true,
1260,SameDays,true,
1257,SameRoom,true,
1260,SameRoom,true,
1257,WorkDay(48),true,
1260,WorkDay(48),true,
1259,SameDays,true,
1258,SameDays,true,
1259,SameRoom,true,
1258,SameRoom,true,
1259,WorkDay(48),true,
1258,WorkDay(48),true,
1264,SameDays,true,
1265,SameDays,true,
1264,SameRoom,true,
1265,SameRoom,true,
1264,WorkDay(36),true,
1265,WorkDay(36),true,
1267,SameDays,true,
1266,SameDays,true,
1267,SameRoom,true,
1266,SameRoom,true,
1267,WorkDay(36),true,
1266,WorkDay(36),true,
1269,SameDays,true,
1268,SameDays,true,
1269,SameRoom,true,
1268,SameRoom,true,
1269,WorkDay(36),true,
1268,WorkDay(36),true,
1272,SameDays,true,
1273,SameDays,true,
1272,SameRoom,true,
1273,SameRoom,true,
1272,WorkDay(36),true,
1273,WorkDay(36),true,
1276,SameDays,true,
1277,SameDays,true,
1276,SameRoom,true,
1277,SameRoom,true,
1276,WorkDay(36),true,
1277,WorkDay(36),true,
1281,SameDays,true,
1282,SameDays,true,
1281,SameRoom,true,
1282,SameRoom,true,
1281,WorkDay(36),true,
1282,WorkDay(36),true,
1837,SameDays,true,
1838,SameDays,true,
1837,SameRoom,true,
1838,SameRoom,true,
1837,WorkDay(48),true,
1838,WorkDay(48),true,
1845,SameDays,true,
1846,SameDays,true,
1845,SameRoom,true,
1846,SameRoom,true,
1845,WorkDay(36),true,
1846,WorkDay(36),true,
1847,SameDays,true,
1848,SameDays,true,
1847,SameRoom,true,
1848,SameRoom,true,
1847,WorkDay(36),true,
1848,WorkDay(36),true,
1865,SameDays,true,
1866,SameDays,true,
1865,SameRoom,true,
1866,SameRoom,true,
1865,WorkDay(48),true,
1866,WorkDay(48),true,
2621,SameDays,true,
2620,SameDays,true,
2621,SameRoom,true,
2620,SameRoom,true,
2621,WorkDay(48),true,
2620,WorkDay(48),true,
2612,SameDays,true,
2614,SameDays,true,
2612,SameRoom,true,
2614,SameRoom,true,
2612,WorkDay(48),true,
2614,WorkDay(48),true,
2613,SameDays,true,
2615,SameDays,true,
2613,SameRoom,true,
2615,SameRoom,true,
2613,WorkDay(48),true,
2615,WorkDay(48),true,
2626,SameDays,true,
2628,SameDays,true,
2626,SameRoom,true,
2628,SameRoom,true,
2626,WorkDay(48),true,
2628,WorkDay(48),true,
722,SameDays,true,
723,SameDays,true,
722,WorkDay(48),true,
723,WorkDay(48),true,
724,SameDays,true,
725,SameDays,true,
724,WorkDay(72),true,
725,WorkDay(72),true,
718,SameDays,true,
719,SameDays,true,
718,WorkDay(48),true,
719,WorkDay(48),true,
1919,SameDays,,4
1920,SameDays,,4
1919,SameRoom,,4
1920,SameRoom,,4
1919,WorkDay(36),,4
1920,WorkDay(36),,4
1911,SameDays,,4
1912,SameDays,,4
1911,SameRoom,,4
1912,SameRoom,,4
1911,WorkDay(36),,4
1912,WorkDay(36),,4
1914,SameDays,,4
1915,SameDays,,4
1914,SameRoom,,4
1915,SameRoom,,4
1914,WorkDay(36),,4
1915,WorkDay(36),,4
1922,SameDays,,4
1923,SameDays,,4
1922,SameRoom,,4
1923,SameRoom,,4
1922,WorkDay(36),,4
1923,WorkDay(36),,4
1952,SameDays,,4
1953,SameDays,,4
1954,SameDays,,4
1955,SameDays,,4
1956,SameDays,,4
1957,SameDays,,4
1952,SameRoom,,4
1953,SameRoom,,4
1954,SameRoom,,4
1955,SameRoom,,4
1956,SameRoom,,4
1957,SameRoom,,4
1952,WorkDay(144),,4
1953,WorkDay(144),,4
1954,WorkDay(144),,4
1955,WorkDay(144),,4
1956,WorkDay(144),,4
1957,WorkDay(144),,4
1937,SameDays,,4
1938,SameDays,,4
1937,SameRoom,,4
1938,SameRoom,,4
1937,WorkDay(36),,4
1938,WorkDay(36),,4
1959,SameDays,,4
1960,SameDays,,4
1959,SameRoom,,4
1960,SameRoom,,4
1959,WorkDay(48),,4
1960,WorkDay(48),,4
2499,SameDays,true,
2500,SameDays,true,
2499,SameRoom,true,
2500,SameRoom,true,
2499,WorkDay(48),true,
2500,WorkDay(48),true,
2501,SameDays,true,
2502,SameDays,true,
2501,SameRoom,true,
2502,SameRoom,true,
2501,WorkDay(48),true,
2502,WorkDay(48),true,
2504,SameDays,true,
2503,SameDays,true,
2504,SameRoom,true,
2503,SameRoom,true,
2504,WorkDay(48),true,
2503,WorkDay(48),true,
2507,SameDays,true,
2508,SameDays,true,
2507,SameRoom,true,
2508,SameRoom,true,
2507,WorkDay(48),true,
2508,WorkDay(48),true,
1645,SameDays,true,
1647,SameDays,true,
1645,SameRoom,true,
1647,SameRoom,true,
1645,WorkDay(36),true,
1647,WorkDay(36),true,
1646,SameDays,true,
1648,SameDays,true,
1646,SameRoom,true,
1648,SameRoom,true,
1646,WorkDay(36),true,
1648,WorkDay(36),true,
1835,SameDays,true,
1836,SameDays,true,
1835,SameRoom,true,
1836,SameRoom,true,
1835,WorkDay(48),true,
1836,WorkDay(48),true,
1843,SameDays,true,
1844,SameDays,true,
1843,SameRoom,true,
1844,SameRoom,true,
1843,WorkDay(36),true,
1844,WorkDay(36),true,
1859,SameDays,true,
1860,SameDays,true,
1859,SameRoom,true,
1860,SameRoom,true,
1859,WorkDay(48),true,
1860,WorkDay(48),true,
1861,SameDays,true,
1862,SameDays,true,
1861,SameRoom,true,
1862,SameRoom,true,
1861,WorkDay(48),true,
1862,WorkDay(48),true,
1863,SameDays,true,
1864,SameDays,true,
1863,SameRoom,true,
1864,SameRoom,true,
1863,WorkDay(48),true,
1864,WorkDay(48),true,
1868,SameDays,true,
1869,SameDays,true,
1868,SameRoom,true,
1869,SameRoom,true,
1868,WorkDay(36),true,
1869,WorkDay(36),true,
76,SameDays,true,
77,SameDays,true,
76,SameRoom,true,
77,SameRoom,true,
76,WorkDay(48),true,
77,WorkDay(48),true,
224,SameDays,true,
222,SameDays,true,
224,SameRoom,true,
222,SameRoom,true,
224,WorkDay(36),true,
222,WorkDay(36),true,
221,SameDays,true,
223,SameDays,true,
221,SameRoom,true,
223,SameRoom,true,
221,WorkDay(36),true,
223,WorkDay(36),true,
899,SameDays,true,
900,SameDays,true,
899,SameRoom,true,
900,SameRoom,true,
899,WorkDay(48),true,
900,WorkDay(48),true,
162,SameDays,true,
163,SameDays,true,
162,SameRoom,true,
163,SameRoom,true,
162,WorkDay(48),true,
163,WorkDay(48),true,
84,SameDays,true,
85,SameDays,true,
84,SameRoom,true,
85,SameRoom,true,
84,WorkDay(36),true,
85,WorkDay(36),true,
363,SameDays,,4
364,SameDays,,4
363,SameRoom,,4
364,SameRoom,,4
363,WorkDay(48),,4
364,WorkDay(48),,4
80,SameDays,true,
81,SameDays,true,
80,SameRoom,true,
81,SameRoom,true,
80,WorkDay(48),true,
81,WorkDay(48),true,
1622,SameDays,true,
1623,SameDays,true,
1622,SameRoom,true,
1623,SameRoom,true,
1622,WorkDay(48),true,
1623,WorkDay(48),true,
157,SameDays,true,
156,SameDays,true,
157,WorkDay(48),true,
156,WorkDay(48),true,
1618,SameDays,true,
1619,SameDays,true,
1618,SameRoom,true,
1619,SameRoom,true,
1618,WorkDay(48),true,
1619,WorkDay(48),true,
244,SameDays,true,
246,SameDays,true,
244,SameRoom,true,
246,SameRoom,true,
244,WorkDay(36),true,
246,WorkDay(36),true,
245,SameDays,true,
247,SameDays,true,
245,SameRoom,true,
247,SameRoom,true,
245,WorkDay(36),true,
247,WorkDay(36),true,
375,SameDays,true,
376,SameDays,true,
375,SameRoom,true,
376,SameRoom,true,
375,WorkDay(48),true,
376,WorkDay(48),true,
1616,SameDays,true,
1617,SameDays,true,
1616,WorkDay(48),true,
1617,WorkDay(48),true,
1614,SameDays,true,
1615,SameDays,true,
1614,SameRoom,true,
1615,SameRoom,true,
1614,WorkDay(48),true,
1615,WorkDay(48),true,
1596,SameDays,true,
1597,SameDays,true,
1596,SameRoom,true,
1597,SameRoom,true,
1596,WorkDay(48),true,
1597,WorkDay(48),true,
373,SameDays,true,
374,SameDays,true,
373,SameRoom,true,
374,SameRoom,true,
373,WorkDay(60),true,
374,WorkDay(60),true,
291,SameDays,true,
292,SameDays,true,
291,SameRoom,true,
292,SameRoom,true,
291,WorkDay(48),true,
292,WorkDay(48),true,
60,SameDays,true,
61,SameDays,true,
60,WorkDay(48),true,
61,WorkDay(48),true,
297,SameDays,true,
298,SameDays,true,
297,SameRoom,true,
298,SameRoom,true,
297,WorkDay(48),true,
298,WorkDay(48),true,
341,SameDays,true,
342,SameDays,true,
341,SameRoom,true,
342,SameRoom,true,
341,WorkDay(48),true,
342,WorkDay(48),true,
333,SameDays,true,
334,SameDays,true,
333,SameRoom,true,
334,SameRoom,true,
333,WorkDay(48),true,
334,WorkDay(48),true,
303,SameDays,true,
304,SameDays,true,
303,SameRoom,true,
304,SameRoom,true,
303,WorkDay(48),true,
304,WorkDay(48),true,
351,SameDays,true,
352,SameDays,true,
351,SameRoom,true,
352,SameRoom,true,
351,WorkDay(48),true,
352,WorkDay(48),true,
1679,SameDays,true,
1681,SameDays,true,
1679,SameRoom,true,
1681,SameRoom,true,
1679,WorkDay(48),true,
1681,WorkDay(48),true,
1680,SameDays,true,
1682,SameDays,true,
1680,SameRoom,true,
1682,SameRoom,true,
1680,WorkDay(48),true,
1682,WorkDay(48),true,
1687,SameDays,true,
1689,SameDays,true,
1687,SameRoom,true,
1689,SameRoom,true,
1687,WorkDay(48),true,
1689,WorkDay(48),true,
1688,SameDays,true,
1690,SameDays,true,
1688,SameRoom,true,
1690,SameRoom,true,
1688,WorkDay(48),true,
1690,WorkDay(48),true,
1693,SameDays,true,
1695,SameDays,true,
1693,SameRoom,true,
1695,SameRoom,true,
1693,WorkDay(48),true,
1695,WorkDay(48),true,
1694,SameDays,true,
1696,SameDays,true,
1694,SameRoom,true,
1696,SameRoom,true,
1694,WorkDay(48),true,
1696,WorkDay(48),true,
1697,SameDays,true,
1699,SameDays,true,
1697,SameRoom,true,
1699,SameRoom,true,
1697,WorkDay(48),true,
1699,WorkDay(48),true,
1698,SameDays,true,
1700,SameDays,true,
1698,SameRoom,true,
1700,SameRoom,true,
1698,WorkDay(48),true,
1700,WorkDay(48),true,
2327,SameDays,true,
2328,SameDays,true,
2327,SameRoom,true,
2328,SameRoom,true,
2327,WorkDay(36),true,
2328,WorkDay(36),true,
1,SameDays,true,
2,SameDays,true,
1,SameRoom,true,
2,SameRoom,true,
1,WorkDay(36),true,
2,WorkDay(36),true,
3,SameDays,true,
4,SameDays,true,
3,SameRoom,true,
4,SameRoom,true,
3,WorkDay(36),true,
4,WorkDay(36),true,
6,SameDays,true,
7,SameDays,true,
6,SameRoom,true,
7,SameRoom,true,
6,WorkDay(36),true,
7,WorkDay(36),true,
8,SameDays,true,
9,SameDays,true,
8,SameRoom,true,
9,SameRoom,true,
8,WorkDay(36),true,
9,WorkDay(36),true,
10,SameDays,true,
11,SameDays,true,
10,SameRoom,true,
11,SameRoom,true,
10,WorkDay(36),true,
11,WorkDay(36),true,
1624,SameDays,true,
1626,SameDays,true,
1624,SameRoom,true,
1626,SameRoom,true,
1624,WorkDay(48),true,
1626,WorkDay(48),true,
1625,SameDays,true,
1627,SameDays,true,
1625,WorkDay(48),true,
1627,WorkDay(48),true,
58,SameDays,true,
59,SameDays,true,
58,SameRoom,true,
59,SameRoom,true,
58,WorkDay(48),true,
59,WorkDay(48),true,
1345,SameDays,true,
1346,SameDays,true,
1345,SameRoom,true,
1346,SameRoom,true,
1345,WorkDay(36),true,
1346,WorkDay(36),true,
1335,SameDays,true,
1336,SameDays,true,
1335,SameRoom,true,
1336,SameRoom,true,
1335,WorkDay(36),true,
1336,WorkDay(36),true,
1333,SameDays,true,
1334,SameDays,true,
1333,SameRoom,true,
1334,SameRoom,true,
1333,WorkDay(36),true,
1334,WorkDay(36),true,
373,SameDays,,4
374,SameDays,,4
373,SameRoom,,4
374,SameRoom,,4
373,WorkDay(60),,4
374,WorkDay(60),,4
351,SameDays,,4
352,SameDays,,4
351,SameRoom,,4
352,SameRoom,,4
351,WorkDay(48),,4
352,WorkDay(48),,4
1746,Precedence,true,
1748,Precedence,true,
1746,SameDays,true,
1748,SameDays,true,
1746,WorkDay(48),true,
1748,WorkDay(48),true,
1747,Precedence,true,
1749,Precedence,true,
1747,SameDays,true,
1749,SameDays,true,
1747,WorkDay(48),true,
1749,WorkDay(48),true,
1764,Precedence,true,
1768,Precedence,true,
1764,SameDays,true,
1768,SameDays,true,
1764,WorkDay(60),true,
1768,WorkDay(60),true,
1774,Precedence,true,
1776,Precedence,true,
1774,SameDays,true,
1776,SameDays,true,
1774,WorkDay(36),true,
1776,WorkDay(36),true,
1775,Precedence,true,
1777,Precedence,true,
1775,SameDays,true,
1777,SameDays,true,
1775,WorkDay(36),true,
1777,WorkDay(36),true,
1763,Precedence,true,
1767,Precedence,true,
1763,SameDays,true,
1767,SameDays,true,
1763,WorkDay(60),true,
1767,WorkDay(60),true,
1765,Precedence,true,
1769,Precedence,true,
1765,SameDays,true,
1769,SameDays,true,
1765,WorkDay(60),true,
1769,WorkDay(60),true,
256,Precedence,true,
257,Precedence,true,
258,Precedence,true,
256,SameDays,true,
257,SameDays,true,
258,SameDays,true,
256,WorkDay(72),true,
257,WorkDay(72),true,
258,WorkDay(72),true,
259,Precedence,true,
260,Precedence,true,
259,SameDays,true,
260,SameDays,true,
248,Precedence,true,
249,Precedence,true,
248,SameDays,true,
249,SameDays,true,
248,WorkDay(48),true,
249,WorkDay(48),true,
267,Precedence,true,
268,Precedence,true,
267,SameDays,true,
268,SameDays,true,
267,WorkDay(48),true,
268,WorkDay(48),true,
261,Precedence,true,
262,Precedence,true,
261,SameDays,true,
262,SameDays,true,
261,WorkDay(48),true,
262,WorkDay(48),true,
264,Precedence,true,
265,Precedence,true,
266,Precedence,true,
264,SameDays,true,
265,SameDays,true,
266,SameDays,true,
264,WorkDay(72),true,
265,WorkDay(72),true,
266,WorkDay(72),true,
