class_id;type;required;penalty
435;SameRoom;true;
438;SameRoom;true;
441;SameRoom;true;
427;SameRoom;true;
430;SameRoom;true;
433;SameRoom;true;
436;SameRoom;true;
439;SameRoom;true;
442;SameRoom;true;
428;SameRoom;true;
431;SameRoom;true;
434;SameRoom;true;
437;SameRoom;true;
440;SameRoom;true;
443;SameRoom;true;
409;WorkDay(120);true;
410;WorkDay(120);true;
411;WorkDay(120);true;
412;WorkDay(120);true;
216;SameDays;true;
179;SameDays;true;
216;SameTime;true;
179;SameTime;true;
217;Precedence;true;
215;Precedence;true;
218;Precedence;true;
215;Precedence;true;
219;Precedence;true;
215;Precedence;true;
215;DifferentDays;true;
216;DifferentDays;true;
220;DifferentDays;true;
221;DifferentDays;true;
223;DifferentDays;true;
224;DifferentDays;true;
223;DifferentDays;true;
225;DifferentDays;true;
152;DifferentDays;;1
153;DifferentDays;;1
454;MaxDayLoad(96);;1
303;MaxDayLoad(96);;1
475;MaxDayLoad(96);;1
337;MaxDayLoad(96);;1
338;MaxDayLoad(96);;1
336;MaxDayLoad(96);;1
504;WorkDay(120);true;
503;WorkDay(120);true;
507;WorkDay(120);true;
505;WorkDay(120);true;
508;WorkDay(120);true;
506;WorkDay(120);true;
533;WorkDay(120);true;
534;WorkDay(120);true;
113;SameDays;;1
115;SameDays;;1
114;SameDays;;1
113;WorkDay(72);;1
115;WorkDay(72);;1
114;WorkDay(72);;1
512;SameDays;true;
489;SameDays;true;
488;SameDays;true;
471;MaxDayLoad(72);true;
385;MaxDayLoad(72);true;
384;MaxDayLoad(72);true;
471;WorkDay(108);true;
385;WorkDay(108);true;
384;WorkDay(108);true;
228;WorkDay(120);true;
356;WorkDay(120);true;
368;WorkDay(120);true;
234;WorkDay(120);true;
246;WorkDay(120);true;
22;WorkDay(120);true;
6;SameAttendees;true;
5;SameAttendees;true;
7;SameAttendees;true;
5;SameAttendees;true;
8;SameAttendees;true;
5;SameAttendees;true;
9;SameAttendees;true;
5;SameAttendees;true;
10;SameAttendees;true;
5;SameAttendees;true;
11;SameAttendees;true;
5;SameAttendees;true;
12;SameAttendees;true;
5;SameAttendees;true;
13;SameAttendees;true;
5;SameAttendees;true;
15;SameAttendees;true;
14;SameAttendees;true;
16;SameAttendees;true;
14;SameAttendees;true;
17;SameAttendees;true;
14;SameAttendees;true;
28;SameAttendees;true;
27;SameAttendees;true;
29;SameAttendees;true;
27;SameAttendees;true;
30;SameAttendees;true;
27;SameAttendees;true;
31;SameAttendees;true;
27;SameAttendees;true;
32;SameAttendees;true;
27;SameAttendees;true;
33;SameAttendees;true;
27;SameAttendees;true;
34;SameAttendees;true;
27;SameAttendees;true;
35;SameAttendees;true;
27;SameAttendees;true;
36;SameAttendees;true;
27;SameAttendees;true;
37;SameAttendees;true;
27;SameAttendees;true;
38;SameAttendees;true;
27;SameAttendees;true;
39;SameAttendees;true;
27;SameAttendees;true;
40;SameAttendees;true;
27;SameAttendees;true;
41;SameAttendees;true;
27;SameAttendees;true;
42;SameAttendees;true;
27;SameAttendees;true;
43;SameAttendees;true;
27;SameAttendees;true;
44;SameAttendees;true;
27;SameAttendees;true;
45;SameAttendees;true;
27;SameAttendees;true;
46;SameAttendees;true;
27;SameAttendees;true;
47;SameAttendees;true;
27;SameAttendees;true;
48;SameAttendees;true;
27;SameAttendees;true;
49;SameAttendees;true;
27;SameAttendees;true;
50;SameAttendees;true;
27;SameAttendees;true;
51;SameAttendees;true;
27;SameAttendees;true;
52;SameAttendees;true;
27;SameAttendees;true;
53;SameAttendees;true;
27;SameAttendees;true;
55;SameAttendees;true;
54;SameAttendees;true;
56;SameAttendees;true;
54;SameAttendees;true;
57;SameAttendees;true;
54;SameAttendees;true;
58;SameAttendees;true;
54;SameAttendees;true;
59;SameAttendees;true;
54;SameAttendees;true;
60;SameAttendees;true;
54;SameAttendees;true;
61;SameAttendees;true;
54;SameAttendees;true;
62;SameAttendees;true;
54;SameAttendees;true;
64;SameAttendees;true;
63;SameAttendees;true;
65;SameAttendees;true;
63;SameAttendees;true;
66;SameAttendees;true;
63;SameAttendees;true;
67;SameAttendees;true;
63;SameAttendees;true;
68;SameAttendees;true;
63;SameAttendees;true;
69;SameAttendees;true;
63;SameAttendees;true;
70;SameAttendees;true;
63;SameAttendees;true;
71;SameAttendees;true;
63;SameAttendees;true;
72;SameAttendees;true;
63;SameAttendees;true;
73;SameAttendees;true;
63;SameAttendees;true;
74;SameAttendees;true;
63;SameAttendees;true;
76;SameAttendees;true;
75;SameAttendees;true;
77;SameAttendees;true;
75;SameAttendees;true;
78;SameAttendees;true;
79;SameAttendees;true;
81;SameAttendees;true;
80;SameAttendees;true;
82;SameAttendees;true;
80;SameAttendees;true;
83;SameAttendees;true;
80;SameAttendees;true;
84;SameAttendees;true;
80;SameAttendees;true;
85;SameAttendees;true;
80;SameAttendees;true;
86;SameAttendees;true;
80;SameAttendees;true;
87;SameAttendees;true;
80;SameAttendees;true;
88;SameAttendees;true;
80;SameAttendees;true;
89;SameAttendees;true;
80;SameAttendees;true;
90;SameAttendees;true;
80;SameAttendees;true;
91;SameAttendees;true;
80;SameAttendees;true;
92;SameAttendees;true;
80;SameAttendees;true;
93;SameAttendees;true;
80;SameAttendees;true;
94;SameAttendees;true;
80;SameAttendees;true;
95;SameAttendees;true;
80;SameAttendees;true;
96;SameAttendees;true;
80;SameAttendees;true;
97;SameAttendees;true;
80;SameAttendees;true;
98;SameAttendees;true;
80;SameAttendees;true;
99;SameAttendees;true;
80;SameAttendees;true;
100;SameAttendees;true;
80;SameAttendees;true;
101;SameAttendees;true;
80;SameAttendees;true;
102;SameAttendees;true;
80;SameAttendees;true;
103;SameAttendees;true;
80;SameAttendees;true;
104;SameAttendees;true;
80;SameAttendees;true;
105;SameAttendees;true;
80;SameAttendees;true;
106;SameAttendees;true;
80;SameAttendees;true;
107;SameAttendees;true;
80;SameAttendees;true;
108;SameAttendees;true;
80;SameAttendees;true;
109;SameAttendees;true;
80;SameAttendees;true;
111;SameAttendees;true;
110;SameAttendees;true;
112;SameAttendees;true;
110;SameAttendees;true;
113;SameAttendees;true;
110;SameAttendees;true;
114;SameAttendees;true;
110;SameAttendees;true;
115;SameAttendees;true;
110;SameAttendees;true;
116;SameAttendees;true;
110;SameAttendees;true;
119;SameAttendees;true;
118;SameAttendees;true;
120;SameAttendees;true;
118;SameAttendees;true;
130;SameAttendees;true;
129;SameAttendees;true;
131;SameAttendees;true;
129;SameAttendees;true;
144;SameAttendees;true;
143;SameAttendees;true;
142;SameAttendees;true;
141;SameAttendees;true;
140;SameAttendees;true;
139;SameAttendees;true;
138;SameAttendees;true;
137;SameAttendees;true;
136;SameAttendees;true;
146;SameAttendees;true;
145;SameAttendees;true;
149;SameAttendees;true;
148;SameAttendees;true;
150;SameAttendees;true;
148;SameAttendees;true;
151;SameAttendees;true;
148;SameAttendees;true;
155;SameAttendees;true;
154;SameAttendees;true;
156;SameAttendees;true;
154;SameAttendees;true;
157;SameAttendees;true;
154;SameAttendees;true;
158;SameAttendees;true;
154;SameAttendees;true;
160;SameAttendees;true;
159;SameAttendees;true;
161;SameAttendees;true;
159;SameAttendees;true;
162;SameAttendees;true;
159;SameAttendees;true;
163;SameAttendees;true;
159;SameAttendees;true;
164;SameAttendees;true;
159;SameAttendees;true;
165;SameAttendees;true;
159;SameAttendees;true;
166;SameAttendees;true;
159;SameAttendees;true;
167;SameAttendees;true;
159;SameAttendees;true;
170;SameAttendees;true;
168;SameAttendees;true;
171;SameAttendees;true;
168;SameAttendees;true;
173;SameAttendees;true;
172;SameAttendees;true;
174;SameAttendees;true;
172;SameAttendees;true;
175;SameAttendees;true;
172;SameAttendees;true;
176;SameAttendees;true;
172;SameAttendees;true;
180;SameAttendees;true;
179;SameAttendees;true;
181;SameAttendees;true;
179;SameAttendees;true;
182;SameAttendees;true;
179;SameAttendees;true;
183;SameAttendees;true;
179;SameAttendees;true;
184;SameAttendees;true;
179;SameAttendees;true;
185;SameAttendees;true;
179;SameAttendees;true;
186;SameAttendees;true;
179;SameAttendees;true;
187;SameAttendees;true;
179;SameAttendees;true;
188;SameAttendees;true;
179;SameAttendees;true;
189;SameAttendees;true;
179;SameAttendees;true;
190;SameAttendees;true;
179;SameAttendees;true;
191;SameAttendees;true;
179;SameAttendees;true;
192;SameAttendees;true;
179;SameAttendees;true;
193;SameAttendees;true;
179;SameAttendees;true;
194;SameAttendees;true;
179;SameAttendees;true;
196;SameAttendees;true;
195;SameAttendees;true;
197;SameAttendees;true;
195;SameAttendees;true;
198;SameAttendees;true;
195;SameAttendees;true;
199;SameAttendees;true;
195;SameAttendees;true;
200;SameAttendees;true;
195;SameAttendees;true;
201;SameAttendees;true;
195;SameAttendees;true;
203;SameAttendees;true;
202;SameAttendees;true;
204;SameAttendees;true;
202;SameAttendees;true;
205;SameAttendees;true;
202;SameAttendees;true;
206;SameAttendees;true;
202;SameAttendees;true;
207;SameAttendees;true;
202;SameAttendees;true;
208;SameAttendees;true;
202;SameAttendees;true;
209;SameAttendees;true;
202;SameAttendees;true;
210;SameAttendees;true;
202;SameAttendees;true;
211;SameAttendees;true;
202;SameAttendees;true;
212;SameAttendees;true;
202;SameAttendees;true;
213;SameAttendees;true;
202;SameAttendees;true;
214;SameAttendees;true;
202;SameAttendees;true;
217;SameAttendees;true;
216;SameAttendees;true;
215;SameAttendees;true;
218;SameAttendees;true;
216;SameAttendees;true;
215;SameAttendees;true;
219;SameAttendees;true;
216;SameAttendees;true;
215;SameAttendees;true;
222;SameAttendees;true;
221;SameAttendees;true;
220;SameAttendees;true;
224;SameAttendees;true;
223;SameAttendees;true;
225;SameAttendees;true;
223;SameAttendees;true;
235;SameAttendees;true;
234;SameAttendees;true;
236;SameAttendees;true;
234;SameAttendees;true;
237;SameAttendees;true;
234;SameAttendees;true;
238;SameAttendees;true;
234;SameAttendees;true;
243;SameAttendees;true;
242;SameAttendees;true;
244;SameAttendees;true;
242;SameAttendees;true;
245;SameAttendees;true;
242;SameAttendees;true;
248;SameAttendees;true;
247;SameAttendees;true;
249;SameAttendees;true;
247;SameAttendees;true;
253;SameAttendees;true;
247;SameAttendees;true;
256;SameAttendees;true;
257;SameAttendees;true;
264;SameAttendees;true;
263;SameAttendees;true;
265;SameAttendees;true;
263;SameAttendees;true;
266;SameAttendees;true;
263;SameAttendees;true;
268;SameAttendees;true;
267;SameAttendees;true;
269;SameAttendees;true;
267;SameAttendees;true;
270;SameAttendees;true;
267;SameAttendees;true;
279;SameAttendees;true;
278;SameAttendees;true;
280;SameAttendees;true;
278;SameAttendees;true;
281;SameAttendees;true;
278;SameAttendees;true;
282;SameAttendees;true;
278;SameAttendees;true;
283;SameAttendees;true;
278;SameAttendees;true;
284;SameAttendees;true;
278;SameAttendees;true;
285;SameAttendees;true;
278;SameAttendees;true;
286;SameAttendees;true;
278;SameAttendees;true;
287;SameAttendees;true;
278;SameAttendees;true;
288;SameAttendees;true;
278;SameAttendees;true;
289;SameAttendees;true;
278;SameAttendees;true;
290;SameAttendees;true;
278;SameAttendees;true;
291;SameAttendees;true;
278;SameAttendees;true;
292;SameAttendees;true;
278;SameAttendees;true;
293;SameAttendees;true;
278;SameAttendees;true;
294;SameAttendees;true;
278;SameAttendees;true;
295;SameAttendees;true;
278;SameAttendees;true;
296;SameAttendees;true;
278;SameAttendees;true;
299;SameAttendees;true;
298;SameAttendees;true;
300;SameAttendees;true;
298;SameAttendees;true;
301;SameAttendees;true;
298;SameAttendees;true;
307;SameAttendees;true;
306;SameAttendees;true;
308;SameAttendees;true;
306;SameAttendees;true;
309;SameAttendees;true;
306;SameAttendees;true;
310;SameAttendees;true;
306;SameAttendees;true;
311;SameAttendees;true;
306;SameAttendees;true;
312;SameAttendees;true;
306;SameAttendees;true;
313;SameAttendees;true;
306;SameAttendees;true;
314;SameAttendees;true;
306;SameAttendees;true;
315;SameAttendees;true;
306;SameAttendees;true;
316;SameAttendees;true;
306;SameAttendees;true;
317;SameAttendees;true;
306;SameAttendees;true;
318;SameAttendees;true;
306;SameAttendees;true;
319;SameAttendees;true;
306;SameAttendees;true;
320;SameAttendees;true;
326;SameAttendees;true;
321;SameAttendees;true;
326;SameAttendees;true;
320;SameAttendees;true;
322;SameAttendees;true;
326;SameAttendees;true;
320;SameAttendees;true;
323;SameAttendees;true;
326;SameAttendees;true;
320;SameAttendees;true;
324;SameAttendees;true;
326;SameAttendees;true;
320;SameAttendees;true;
325;SameAttendees;true;
326;SameAttendees;true;
320;SameAttendees;true;
371;SameAttendees;true;
370;SameAttendees;true;
372;SameAttendees;true;
370;SameAttendees;true;
393;SameAttendees;true;
392;SameAttendees;true;
394;SameAttendees;true;
392;SameAttendees;true;
398;SameAttendees;true;
397;SameAttendees;true;
399;SameAttendees;true;
397;SameAttendees;true;
414;SameAttendees;true;
413;SameAttendees;true;
415;SameAttendees;true;
413;SameAttendees;true;
416;SameAttendees;true;
413;SameAttendees;true;
417;SameAttendees;true;
413;SameAttendees;true;
449;SameAttendees;true;
448;SameAttendees;true;
450;SameAttendees;true;
448;SameAttendees;true;
461;SameAttendees;true;
460;SameAttendees;true;
462;SameAttendees;true;
460;SameAttendees;true;
468;SameAttendees;true;
467;SameAttendees;true;
469;SameAttendees;true;
467;SameAttendees;true;
478;SameAttendees;true;
477;SameAttendees;true;
479;SameAttendees;true;
477;SameAttendees;true;
480;SameAttendees;true;
477;SameAttendees;true;
481;SameAttendees;true;
477;SameAttendees;true;
482;SameAttendees;true;
477;SameAttendees;true;
483;SameAttendees;true;
477;SameAttendees;true;
484;SameAttendees;true;
477;SameAttendees;true;
485;SameAttendees;true;
477;SameAttendees;true;
224;NotOverlap;;1
225;NotOverlap;;1
217;NotOverlap;;1
218;NotOverlap;;1
219;NotOverlap;;1
468;NotOverlap;;1
469;NotOverlap;;1
409;NotOverlap;;1
410;NotOverlap;;1
411;NotOverlap;;1
412;NotOverlap;;1
509;NotOverlap;;1
510;NotOverlap;;1
268;NotOverlap;;1
269;NotOverlap;;1
270;NotOverlap;;1
264;NotOverlap;;1
265;NotOverlap;;1
266;NotOverlap;;1
461;NotOverlap;;1
462;NotOverlap;;1
235;NotOverlap;;1
236;NotOverlap;;1
237;NotOverlap;;1
238;NotOverlap;;1
299;NotOverlap;;1
300;NotOverlap;;1
301;NotOverlap;;1
533;NotOverlap;;1
534;NotOverlap;;1
531;NotOverlap;;1
532;NotOverlap;;1
526;NotOverlap;;1
527;NotOverlap;;1
528;NotOverlap;;1
524;NotOverlap;;1
525;NotOverlap;;1
522;NotOverlap;;1
523;NotOverlap;;1
520;NotOverlap;;1
521;NotOverlap;;1
248;NotOverlap;;1
249;NotOverlap;;1
250;NotOverlap;;1
251;NotOverlap;;1
252;NotOverlap;;1
253;NotOverlap;;1
518;NotOverlap;;1
519;NotOverlap;;1
516;NotOverlap;;1
517;NotOverlap;;1
360;NotOverlap;;1
361;NotOverlap;;1
362;NotOverlap;;1
363;NotOverlap;;1
357;NotOverlap;;1
358;NotOverlap;;1
329;NotOverlap;;1
330;NotOverlap;;1
331;NotOverlap;;1
332;NotOverlap;;1
333;NotOverlap;;1
334;NotOverlap;;1
335;NotOverlap;;1
336;NotOverlap;;1
337;NotOverlap;;1
338;NotOverlap;;1
339;NotOverlap;;1
340;NotOverlap;;1
341;NotOverlap;;1
342;NotOverlap;;1
343;NotOverlap;;1
344;NotOverlap;;1
345;NotOverlap;;1
346;NotOverlap;;1
347;NotOverlap;;1
348;NotOverlap;;1
349;NotOverlap;;1
350;NotOverlap;;1
351;NotOverlap;;1
352;NotOverlap;;1
353;NotOverlap;;1
354;NotOverlap;;1
327;NotOverlap;;1
328;NotOverlap;;1
2;NotOverlap;;1
3;NotOverlap;;1
130;NotOverlap;;1
131;NotOverlap;;1
321;NotOverlap;;1
322;NotOverlap;;1
323;NotOverlap;;1
324;NotOverlap;;1
325;NotOverlap;;1
55;NotOverlap;;1
56;NotOverlap;;1
57;NotOverlap;;1
58;NotOverlap;;1
59;NotOverlap;;1
60;NotOverlap;;1
61;NotOverlap;;1
62;NotOverlap;;1
15;NotOverlap;;1
16;NotOverlap;;1
17;NotOverlap;;1
81;NotOverlap;;1
82;NotOverlap;;1
83;NotOverlap;;1
84;NotOverlap;;1
85;NotOverlap;;1
86;NotOverlap;;1
87;NotOverlap;;1
88;NotOverlap;;1
89;NotOverlap;;1
90;NotOverlap;;1
91;NotOverlap;;1
92;NotOverlap;;1
93;NotOverlap;;1
94;NotOverlap;;1
95;NotOverlap;;1
96;NotOverlap;;1
97;NotOverlap;;1
98;NotOverlap;;1
99;NotOverlap;;1
100;NotOverlap;;1
101;NotOverlap;;1
102;NotOverlap;;1
103;NotOverlap;;1
104;NotOverlap;;1
105;NotOverlap;;1
106;NotOverlap;;1
107;NotOverlap;;1
108;NotOverlap;;1
109;NotOverlap;;1
76;NotOverlap;;1
77;NotOverlap;;1
119;NotOverlap;;1
120;NotOverlap;;1
452;NotOverlap;;1
453;NotOverlap;;1
454;NotOverlap;;1
449;NotOverlap;;1
450;NotOverlap;;1
405;NotOverlap;;1
406;NotOverlap;;1
169;NotOverlap;;1
170;NotOverlap;;1
171;NotOverlap;;1
111;NotOverlap;;1
112;NotOverlap;;1
113;NotOverlap;;1
114;NotOverlap;;1
115;NotOverlap;;1
116;NotOverlap;;1
384;NotOverlap;;1
385;NotOverlap;;1
149;NotOverlap;;1
150;NotOverlap;;1
151;NotOverlap;;1
380;NotOverlap;;1
381;NotOverlap;;1
376;NotOverlap;;1
377;NotOverlap;;1
355;MaxBlock(20,9);true;
242;MaxBlock(20,9);true;
243;MaxBlock(20,9);true;
244;MaxBlock(20,9);true;
245;MaxBlock(20,9);true;
239;MaxBlock(20,9);true;
365;MaxBlock(20,9);true;
401;MaxBlock(20,9);true;
230;MaxBlock(48,10);true;
125;MaxBlock(48,10);true;
126;MaxBlock(48,10);true;
127;MaxBlock(48,10);true;
128;MaxBlock(48,10);true;
227;MaxBlock(48,10);true;
413;MaxBlock(48,10);true;
258;MaxBlock(48,10);true;
357;MaxBlock(48,10);true;
358;MaxBlock(48,10);true;
423;MaxBlock(48,10);true;
424;MaxBlock(48,10);true;
262;MaxBlock(48,10);true;
241;MaxBlock(48,10);true;
277;MaxBlock(48,10);true;
276;MaxBlock(48,10);true;
391;MaxBlock(48,10);true;
355;MaxBlock(48,10);true;
224;MaxBlock(20,9);true;
225;MaxBlock(20,9);true;
180;MaxBlock(48,10);true;
181;MaxBlock(48,10);true;
215;MaxBlock(48,10);true;
148;MaxBlock(48,10);true;
388;MaxBlock(48,10);true;
476;MaxBlock(48,10);true;
411;MaxBlock(48,10);;1
409;MaxBlock(48,10);;1
412;MaxBlock(48,10);;1
410;MaxBlock(48,10);;1
519;MaxBlock(48,10);true;
472;MaxBlock(48,10);true;
526;MaxBlock(48,10);true;
527;MaxBlock(48,10);true;
518;MaxBlock(48,10);true;
512;MaxBlock(48,10);true;
489;MaxBlock(48,10);true;
488;MaxBlock(48,10);true;
376;MaxBlock(48,10);true;
471;MaxBlock(48,10);true;
377;MaxBlock(48,10);true;
390;MaxBlock(48,10);true;
381;MaxBlock(48,10);true;
389;MaxBlock(48,10);true;
380;MaxBlock(48,10);true;
471;MaxDays(2);true;
385;MaxDays(2);true;
384;MaxDays(2);true;
228;MaxBlock(48,10);true;
356;MaxBlock(48,10);true;
368;MaxBlock(48,10);true;
234;MaxBlock(48,10);true;
68;MaxBlock(20,9);true;
58;MaxBlock(20,9);true;
11;MaxBlock(20,9);true;
10;MaxBlock(20,9);true;
496;MaxBlock(48,10);;1
495;MaxBlock(48,10);;1
494;MaxBlock(48,10);;1
493;MaxBlock(48,10);;1
497;MaxBlock(48,10);;1
496;MaxDays(3);true;
495;MaxDays(3);true;
494;MaxDays(3);true;
493;MaxDays(3);true;
497;MaxDays(3);true;
